variant,jur,analytic_candidate_mass,analytic_contributions,documents,privacy_family_share,privacy_posture,state_privacy_raw,raw_cash_substitution,raw_financial_inclusion,raw_sovereignty_competition,raw_payment_modernization,raw_monetary_transmission,raw_state_control,score_cash_substitution,score_financial_inclusion,score_sovereignty_competition,score_payment_modernization,score_monetary_transmission,score_state_control,state_privacy_score,score_cash_substitution_ungated,dominant_centre,dominant_score,second_score,mixed_case,iso3,country,cluster,is_composite
ensemble,AE,89,139,3,0.214285714286,0.0842696629213,0.642857142857,0.0759791122715,0.0516971279373,0.0845953002611,0.392167101828,0.187075718016,0.193211488251,0.318064335826,0.436051795921,0.678817257473,0.733933163208,0.620506176831,0.692562573085,0.747525309336,0.380509138381,payment_modernization,0.733933163208,0.692562573085,True,ARE,United Arab Emirates,financial_inclusion,False
ensemble,AM,3.5,5,1,,0,0,0.263157894737,0.0842105263158,0,0.0789473684211,0.168421052632,0,0.480499103228,0.541083247535,0.05,0.0940232123853,0.595510536354,0.05,0.403610441696,0.784684615562,monetary_transmission,0.595510536354,0.541083247535,True,ARM,Armenia,financial_inclusion,False
ensemble,AU,133.5,225,3,0.344262295082,0.0533707865169,0.20625,0.0669278996865,0.00501567398119,0.0307210031348,0.272648902821,0.0329153605016,0.0728840125392,0.230267045455,0.0874548843514,0.413714733542,0.431564695671,0.164745193977,0.31561253206,0.5,0.341136363636,payment_modernization,0.431564695671,0.413714733542,True,AUS,Australia,sovereignty_competition,False
ensemble,AW,69,132,1,0.209459459459,0.0413647342995,0.75,0.14125376403,0.192827812757,0.0764850807555,0.478291814947,0.426608267178,0.019709827539,0.496677419476,0.727403165916,0.647686887582,0.95,0.941459105131,0.121828882861,0.808267716535,0.567388808144,payment_modernization,0.95,0.941459105131,True,ABW,Aruba,financial_inclusion,False
ensemble,BO,47.5,73,1,0.588235294118,-0.0802631578947,-0.652173913043,0.0669683257919,0.0850678733032,0.0380090497738,0.413122171946,0.152036199095,0.37963800905,0.141383077516,0.542553923391,0.5,0.79502145112,0.573556247716,0.95,0.098821324531,0.341312217195,state_control,0.95,0.79502145112,False,BOL,Bolivia,financial_inclusion,False
ensemble,BR,27,43,1,0.137931034483,0.111111111111,1,0.027027027027,0,0.0738738738739,0.30990990991,0.0162162162162,0.479279279279,0.162121621622,0.05,0.637663997815,0.496495185975,0.0775750087603,0.95,0.95,0.167567567568,state_control,0.95,0.637663997815,False,BRA,Brazil,monetary_transmission,False
ensemble,BS,80.5,141,1,0.13698630137,-0.0931677018634,-0.625,0.0472156862745,0.130039215686,0.0261960784314,0.256,0.250509803922,0.286745098039,0.107898609354,0.61969686368,0.360142857143,0.402552559186,0.705502373368,0.95,0.11152087108,0.255388235294,state_control,0.95,0.705502373368,False,BHS,Bahamas,financial_inclusion,False
ensemble,CA,309.5,466,9,0.40671641791,0.0965266558966,0.574817518248,0.0812772709242,0.0101547005157,0.0422054740182,0.309877032923,0.0253867512892,0.0931376437921,0.327210807694,0.125830912229,0.516107608291,0.496437895016,0.125445559921,0.389423208683,0.708951663889,0.40355612852,sovereignty_competition,0.516107608291,0.496437895016,True,CAN,Canada,sovereignty_competition,False
ensemble,CN,121,192,4,0.414414414414,0.0650826446281,0.225,0.117884130982,0.0695214105793,0.0862300587741,0.341057934509,0.0495382031906,0.0419815281276,0.358501694997,0.515885832512,0.685092135379,0.584939553998,0.251517081881,0.202994046256,0.51062992126,0.525732112406,sovereignty_competition,0.685092135379,0.584939553998,False,CHN,China,state_control,False
ensemble,CO,1,2,1,,0,0,0,0,0,0,2.8,0,0.0306173393551,0.05,0.05,0.05,0.95,0.05,0.403610441696,0.05,monetary_transmission,0.95,0.05,False,COL,Colombia,monetary_transmission,False
ensemble,CZ,7.5,11,1,0.833333333333,0,0,0.266666666667,0,0.0555555555556,0.144444444444,0.0888888888889,0.166666666667,0.484328986244,0.05,0.56735073137,0.208157466718,0.456929197742,0.619259520964,0.403610441696,0.790939050298,state_control,0.619259520964,0.56735073137,True,CZE,Czech Republic,sovereignty_competition,False
ensemble,DK,4.5,6,1,,0,0,0.0857142857143,0,0.0857142857143,0.388571428571,0.0514285714286,0,0.258935212832,0.05,0.683112385494,0.723451044948,0.261384877896,0.05,0.403610441696,0.422857142857,payment_modernization,0.723451044948,0.683112385494,True,DNK,Denmark,cash_substitution,False
ensemble,ECCU,9.5,17,2,1,0.157894736842,1,0,0.353846153846,0,0.273846153846,0.0123076923077,0.215384615385,0.048375,0.95,0.05,0.433651007935,0.0571723613427,0.753793268829,0.95,0.05,financial_inclusion,0.95,0.753793268829,False,ECCU,Eastern Caribbean (OECS / ECCU),financial_inclusion,False
ensemble,ES,19,25,4,0.210526315789,0.236842105263,1,0.103448275862,0.0344827586207,0.158620689655,0.358620689655,0.0103448275862,0.241379310345,0.48375,0.307502329916,0.95,0.636138554377,0.05,0.825577156074,0.95,0.5,sovereignty_competition,0.95,0.825577156074,False,ESP,Spain,sovereignty_competition,False
ensemble,EU,145.5,237,4,0.48031496063,0.227663230241,1,0.303589232303,0.154636091725,0.0222333000997,0.367447657029,0.243270189432,0.0865403788634,0.828909530563,0.661889852348,0.313226392252,0.6618709581,0.695801915211,0.365380676153,0.95,0.856754036758,cash_substitution,0.828909530563,0.695801915211,False,EMU,Euro Area,sovereignty_competition,False
ensemble,FR,13,25,2,0.4,0.0576923076923,1,0.328767123288,0.041095890411,0.197260273973,0.386301369863,0.0794520547945,0,0.872330873138,0.356886338393,0.95,0.716833362489,0.407668555292,0.05,0.95,0.901633977403,sovereignty_competition,0.95,0.872330873138,True,FRA,France,,False
ensemble,GH,152,264,2,0.353846153846,0.0513980263158,0.296728971963,0.125123966942,0.249669421488,0.015867768595,0.39652892562,0.0857024793388,0.280330578512,0.381539289322,0.824908123427,0.237863046045,0.746648765978,0.440296015472,0.933140389514,0.551295165207,0.538637220636,state_control,0.933140389514,0.824908123427,False,GHA,Ghana,financial_inclusion,False
ensemble,HK,231.5,370,4,0.565737051793,0.0525107991361,0.41091954023,0.124114021572,0.0201848998459,0.0423728813559,0.353852080123,0.0937596302003,0.164098613251,0.402854027853,0.200732103444,0.516750186749,0.622237088508,0.482354657574,0.612167887186,0.61603312517,0.536836978975,payment_modernization,0.622237088508,0.612167887186,True,HKG,Hong Kong,sovereignty_competition,False
ensemble,HU,91,158,1,0.100917431193,-0.0384615384615,-0.538461538462,0.0210401891253,0.206619385343,0.0111111111111,0.379432624113,0.11158392435,0.216312056738,0.0635130326447,0.751060953389,0.181547619048,0.696809572753,0.519353693278,0.75635438161,0.151964042396,0.141524822695,state_control,0.75635438161,0.751060953389,True,HUN,Hungary,sovereignty_competition,False
ensemble,ID,305,520,3,0.248,-0.0285860655738,-0.605769230769,0.0671727533853,0.0407468198605,0.0557447681576,0.374394747641,0.095876077144,0.0624948707427,0.146575281116,0.354279630472,0.568077007433,0.68212313903,0.49340259326,0.277751193718,0.120508242483,0.342201477226,payment_modernization,0.68212313903,0.568077007433,False,IDN,Indonesia,monetary_transmission,False
ensemble,IL,614.5,1049,2,0.465659340659,0.13247558991,0.602168949772,0.0972622830604,0.049352236617,0.021803959912,0.438266927402,0.124688340259,0.240283549254,0.388359253491,0.418541161548,0.308143311101,0.868323523226,0.536912478814,0.822551231335,0.724457987272,0.473090931313,payment_modernization,0.868323523226,0.822551231335,True,ISR,Israel,sovereignty_competition,False
ensemble,IN,154,257,2,0.333333333333,0.0369318181818,0.379310344828,0.215628192033,0.0906026557712,0.0465781409602,0.310316649642,0.097139938713,0.15771195097,0.517113511461,0.552048178417,0.532891708797,0.497203964732,0.5,0.594531233025,0.598112951398,0.699962259843,state_control,0.594531233025,0.552048178417,True,IND,India,monetary_transmission,False
ensemble,IS,36.5,49,1,0.260869565217,0.00684931506849,0.166666666667,0.480952380952,0.00357142857143,0.0107142857143,0.17380952381,0.435714285714,0.139285714286,0.629826863709,0.0766698841699,0.176849489796,0.259328627939,0.95,0.543647508536,0.481500993861,0.95,monetary_transmission,0.95,0.629826863709,False,ISL,Iceland,cash_substitution,False
ensemble,IT,143,215,1,0.466367713004,0.159090909091,0.622093023256,0.177842907386,0.0691676436108,0.104806565064,0.313833528722,0.309730363423,0.189566236811,0.523952331029,0.515278987737,0.756396433826,0.505574878549,0.78485280843,0.682496276146,0.735753524995,0.632609464755,monetary_transmission,0.78485280843,0.756396433826,True,ITA,Italy,sovereignty_competition,False
ensemble,JP,90.5,138,4,0.215053763441,0.0193370165746,0.272727272727,0.00830324909747,0,0.0265342960289,0.281949458484,0.185379061372,0.0346570397112,0.060240087352,0.05,0.364147111913,0.447771709019,0.618232803463,0.176301279947,0.537687902649,0.086119133574,monetary_transmission,0.618232803463,0.447771709019,False,JPN,Japan,sovereignty_competition,False
ensemble,MG,46,63,3,,0,0,0.248534798535,0.179212454212,0.03663003663,0.502289377289,0.0760073260073,0,0.464537750111,0.704047652481,0.483673469388,0.95,0.389686936517,0.05,0.403610441696,0.758618743325,payment_modernization,0.95,0.704047652481,False,MDG,Madagascar,financial_inclusion,False
ensemble,MO,111.5,185,1,0.377952755906,0.118834080717,0.776119402985,0.274022988506,0.15816091954,0.057816091954,0.361340996169,0.0432183908046,0.193563218391,0.711585130954,0.667936271407,0.576027603086,0.644068800688,0.218527414458,0.693533869604,0.823075567047,0.804051796227,cash_substitution,0.711585130954,0.693533869604,True,MAC,Macau,monetary_transmission,False
ensemble,NA,7,12,1,,0,0,0.371428571429,0.542857142857,0,0.107142857143,0.471428571429,0,0.581729447748,0.95,0.05,0.143156261922,0.95,0.05,0.403610441696,0.95,financial_inclusion,0.95,0.95,True,NAM,Namibia,,False
ensemble,NO,363,575,6,0.372013651877,0.044335399449,0.580357142857,0.0847965738758,0.040096359743,0.0206102783726,0.249411134904,0.144057815846,0.028051391863,0.34047866338,0.349422275595,0.294010974304,0.391070898471,0.562865903227,0.152228197391,0.71209223847,0.41886509636,monetary_transmission,0.562865903227,0.391070898471,False,NOR,Norway,cash_substitution,False
ensemble,NZ,79.5,135,2,0.75,0.0424528301887,0.42,0.228,0.186,0.02675,0.31725,0.17475,0.053,0.544231733163,0.715690872622,0.366700892857,0.515534586624,0.603990779219,0.243148863636,0.621181102362,0.722015179509,financial_inclusion,0.715690872622,0.603990779219,False,NZL,New Zealand,cash_substitution,False
ensemble,PE,77.5,140,2,0.325581395349,-0.0104838709677,-0.180555555556,0.308163265306,0.376530612245,0.00229591836735,0.302806122449,0.114285714286,0.0793367346939,0.482184838729,0.95,0.0771820335277,0.48411622902,0.522973858448,0.339128304731,0.319229010185,0.864907314164,financial_inclusion,0.95,0.522973858448,False,PER,Peru,monetary_transmission,False
ensemble,PH,7,10,1,0,0,0,0,0.0526315789474,0.147368421053,0.768421052632,0,0,0.0306173393551,0.443029871977,0.919766404174,0.95,0.05,0.05,0.403610441696,0.05,payment_modernization,0.95,0.919766404174,True,PHL,Philippines,monetary_transmission,False
ensemble,PW,40.5,72,1,0.5,-0.135802469136,-1,0.071676300578,0.153468208092,0.303179190751,0.277456647399,0.0450867052023,0.0971098265896,0.138385404624,0.659886488149,0.95,0.439942601612,0.228280088566,0.403899106674,0.05,0.361791907514,sovereignty_competition,0.95,0.659886488149,False,PLW,Republic of Palau,financial_inclusion,False
ensemble,PY,3,5,1,,0,0,0.32,0,0,0,0,0.1,0.542543208082,0.05,0.05,0.05,0.05,0.414431818182,0.403610441696,0.886006458283,cash_substitution,0.542543208082,0.414431818182,False,PRY,Banco Central del Paraguay (2024 design paper) — composite,financial_inclusion,False
ensemble,RU,304.5,496,3,0.301204819277,-0.0250410509031,-0.46835443038,0.0569950738916,0.0781773399015,0.0324137931034,0.311921182266,0.110344827586,0.164384236453,0.140048262224,0.530734040358,0.433756157635,0.5,0.517693410631,0.612956630573,0.184728130551,0.297928571429,state_control,0.612956630573,0.530734040358,True,RUS,Russian Federation,state_control,False
ensemble,RW,4,6,1,,0,0,0,0,0,0.0428571428571,0.142857142857,0.285714285714,0.0306173393551,0.05,0.05,0.05,0.56125710512,0.948007401084,0.403610441696,0.05,state_control,0.948007401084,0.56125710512,False,RWA,Rwanda,financial_inclusion,False
ensemble,SE,84.5,144,4,0.416666666667,0.00480769230769,0.0277777777778,0.367529411765,0.0849411764706,0.0230588235294,0.266117647059,0.0927058823529,0.0352941176471,0.589745683741,0.542336590181,0.323,0.420183424146,0.476854052665,0.178622994652,0.416592200391,0.95,cash_substitution,0.589745683741,0.542336590181,True,SWE,Sweden,cash_substitution,False
ensemble,SG,115,190,2,0.216216216216,-0.00434782608696,-0.5,0.0290502793296,0.0416201117318,0.0196927374302,0.245391061453,0.0301675977654,0.269273743017,0.0812107756523,0.360800996527,0.283147944932,0.384065576806,0.150401765203,0.902607135182,0.169938785203,0.176368715084,state_control,0.902607135182,0.384065576806,False,SGP,Singapore,sovereignty_competition,False
ensemble,SZ,161,282,1,0.436974789916,0.0421195652174,0.318452380952,0.180542563143,0.128718428438,0.034331150608,0.375584658559,0.134237605239,0.123479887746,0.456615090783,0.617431211679,0.456456300949,0.685591971174,0.54970766915,0.5,0.56361079865,0.637421638667,payment_modernization,0.685591971174,0.617431211679,True,SWZ,Eswatini,financial_inclusion,False
ensemble,TH,38,62,2,0.125,0.0986842105263,1,0.124924924925,0.00720720720721,0.0633633633634,0.313813813814,0.180780780781,0.204204204204,0.520788246646,0.103820306793,0.597320320347,0.505517405585,0.612071504608,0.722918762443,0.95,0.538282425474,state_control,0.722918762443,0.612071504608,False,THA,Thailand,monetary_transmission,False
ensemble,TR,159,275,2,0.48,0.127751572327,0.580357142857,0.112276422764,0.0678861788618,0.0454471544715,0.336097560976,0.0413821138211,0.0743089430894,0.419221381192,0.513080788765,0.528550515848,0.570479057095,0.208941976904,0.320805432373,0.71209223847,0.515736294562,payment_modernization,0.570479057095,0.528550515848,True,TUR,Turkey,financial_inclusion,False
ensemble,UA,90.5,144,2,0.1875,-0.0566298342541,-0.777777777778,0.111074918567,0.0602605863192,0.0485342019544,0.285830618893,0.124592833876,0.0677524429967,0.196449933211,0.5,0.540399878242,0.454534962833,0.536784508509,0.296911459876,0.05,0.513594596629,sovereignty_competition,0.540399878242,0.536784508509,True,UKR,Ukraine,financial_inclusion,False
ensemble,UK,370.5,591,2,0.641104294479,0.0705971659919,0.383905013193,0.0898026315789,0.0617324561404,0.00789473684211,0.376288377193,0.163925438596,0.128947368421,0.326280261922,0.502524816021,0.143468045113,0.687643454002,0.589486801817,0.515098350526,0.600717802755,0.440641447368,payment_modernization,0.687643454002,0.589486801817,True,GBR,United Kingdom,sovereignty_competition,False
ensemble,UN,57,79,2,0.111111111111,-0.0175438596491,-1,0.0970711297071,0.118410041841,0.0828451882845,0.222175732218,0.114644351464,0.201673640167,0.180639225941,0.59974841171,0.672099605362,0.34361088093,0.523454401293,0.715930654917,0.05,0.472259414226,state_control,0.715930654917,0.672099605362,True,UNI,International / cross-border bodies (UN-system),monetary_transmission,True
ensemble,US,117.5,180,5,0.396946564885,0.0563829787234,0.399038461538,0.0532423208191,0.0494197952218,0.0615699658703,0.244846416382,0.0733105802048,0.256655290102,0.210088850743,0.419045659994,0.590436520558,0.383116486209,0.375609818129,0.867761502155,0.609297395518,0.281604095563,state_control,0.867761502155,0.590436520558,False,USA,United States,sovereignty_competition,False
ensemble,UY,51.5,91,2,0.228571428571,-0.0800970873786,-0.541666666667,0.298678414097,0.0198237885463,0.0720264317181,0.255066079295,0.0759911894273,0.194713656388,0.379737135131,0.198035480414,0.630572752304,0.400925122516,0.389602702939,0.696710783646,0.150466147162,0.848000435047,state_control,0.696710783646,0.630572752304,True,URY,Uruguay,monetary_transmission,False
ensemble,ZA,120,204,3,0.214689265537,-0.00416666666667,-0.707317073171,0.0705660377358,0,0.107735849057,0.366698113208,0.0515094339623,0.0485849056604,0.141886377848,0.05,0.767640234826,0.659685885538,0.261806983479,0.22705885506,0.0730505373885,0.356962264151,sovereignty_competition,0.767640234826,0.659685885538,False,ZAF,South Africa,monetary_transmission,False
openai,AE,66,66,3,0.266666666667,0.094696969697,0.625,0.0837209302326,0.0511627906977,0.0764119601329,0.457475083056,0.197009966777,0.135548172757,0.343489054203,0.43206159648,0.647406220452,0.924319200467,0.633817212186,0.533326354161,0.737401574803,0.414186046512,payment_modernization,0.924319200467,0.647406220452,False,ARE,United Arab Emirates,financial_inclusion,False
openai,AM,3,3,1,,0,0,0.333333333333,0.266666666667,0,0.1,0.266666666667,0,0.557096763541,0.854064857481,0.05,0.130709222706,0.727151174035,0.05,0.403610441696,0.909773310279,financial_inclusion,0.854064857481,0.727151174035,False,ARM,Armenia,financial_inclusion,False
openai,AU,127,127,3,0.346153846154,0.0334645669291,0.142857142857,0.0609120521173,0.0104234527687,0.0293159609121,0.278664495114,0.0348534201954,0.0752442996743,0.206537670137,0.127837837838,0.397080037227,0.442047379515,0.174861941254,0.324214169381,0.470373772123,0.31496742671,payment_modernization,0.442047379515,0.397080037227,True,AUS,Australia,sovereignty_competition,False
openai,AW,56,58,1,0.134328358209,0.0446428571429,1,0.174045801527,0.229007633588,0.0702290076336,0.469465648855,0.35572519084,0.0152671755725,0.605501235982,0.789465306162,0.623673496796,0.95,0.846481904758,0.105638445524,0.95,0.625841070783,payment_modernization,0.95,0.846481904758,False,ABW,Aruba,financial_inclusion,False
openai,BO,34,34,1,0.5,-0.0477941176471,-1,0.0512820512821,0.0923076923077,0.0205128205128,0.438461538462,0.0820512820513,0.339743589744,0.104451923077,0.554972963952,0.292857142857,0.868890854014,0.421236623063,0.95,0.05,0.273076923077,state_control,0.95,0.868890854014,True,BOL,Bolivia,financial_inclusion,False
openai,BR,15,16,1,0.181818181818,0.2,1,0.0422535211268,0,0.0718309859155,0.254929577465,0.0169014084507,0.49014084507,0.226204225352,0.05,0.629822550645,0.400687256407,0.0811517389788,0.95,0.95,0.233802816901,state_control,0.95,0.629822550645,False,BRA,Brazil,monetary_transmission,False
openai,BS,67,68,1,0.103448275862,-0.111940298507,-1,0.0408014571949,0.11839708561,0.0273224043716,0.23606557377,0.290346083789,0.31621129326,0.0870135245902,0.599726186851,0.373477751756,0.367815117282,0.758879547871,0.95,0.05,0.227486338798,state_control,0.95,0.758879547871,False,BHS,Bahamas,financial_inclusion,False
